kepoi_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg
K00752.01,CONFIRMED,9.48803557,2.26,793.0,93.59,5455.0,4.467
K00752.02,CONFIRMED,54.4183827,2.83,443.0,9.11,5455.0,4.467
K00753.01,CANDIDATE,19.89913995,14.6,638.0,39.3,5853.0,4.544
K00755.01,CONFIRMED,2.525591777,2.75,1406.0,926.16,6031.0,4.438
K00756.01,CONFIRMED,11.09432054,3.9,835.0,114.81,6046.0,4.486
K00756.02,CONFIRMED,4.13443512,2.77,1160.0,427.65,6046.0,4.486
K00756.03,CONFIRMED,2.56658897,1.59,1360.0,807.74,6046.0,4.486
K00757.01,CONFIRMED,16.06864674,5.76,600.0,30.75,5031.0,4.485
K00001.01,CONFIRMED,2.470613377,13.04,1339.0,761.46,5820.0,4.457
K00002.01,CONFIRMED,2.204735417,16.1,2048.0,4148.92,6440.0,4.019
K00010.01,CONFIRMED,3.522498429,14.59,1521.0,1264.67,6225.0,4.169
K00112.02,CONFIRMED,3.709214104,1.16,1206.0,500.46,5833.0,4.407
K00746.01,CONFIRMED,9.27358173,2.47,649.0,41.85,4856.0,4.583
K00747.01,CONFIRMED,6.02930329,2.85,678.0,50.04,4537.0,4.648
K00749.01,CONFIRMED,5.349553819,2.55,919.0,168.99,5185.0,4.44
K00749.02,CONFIRMED,3.94105221,1.7,1018.0,253.15,5185.0,4.44
K00749.03,CONFIRMED,8.10904807,1.3,800.0,97.03,5185.0,4.44
K00750.01,CONFIRMED,21.67699193,2.95,530.0,18.64,4954.0,4.5
K00751.01,CONFIRMED,4.99677968,2.78,917.0,166.95,5339.0,4.552
K00769.01,CONFIRMED,4.280963604,2.3,1012.0,247.87,5644.0,4.564
K00773.01,CONFIRMED,38.3775486,2.82,529.0,18.53,5481.0,4.369
K00757.02,CONFIRMED,41.19725502,3.86,439.0,8.76,5031.0,4.485
K00757.03,CONFIRMED,6.252962249,2.65,823.0,108.3,5031.0,4.485
K00758.01,CONFIRMED,16.01308419,3.1,593.0,29.31,5015.0,4.499
K00759.01,CONFIRMED,32.62876672,3.36,506.0,15.55,5586.0,4.56
K00759.02,CONFIRMED,91.7732862,2.12,359.0,3.92,5586.0,4.56
K00760.01,CANDIDATE,4.959319244,12.21,1103.0,349.4,5712.0,4.359
K00762.01,CONFIRMED,4.49876511,2.1,1133.0,389.62,6075.0,4.486
K00115.01,CONFIRMED,5.412203927,2.94,1093.0,337.68,5779.0,4.339
K00764.01,CONFIRMED,41.43958662,5.5,516.0,16.72,5468.0,4.367
K00765.01,CONFIRMED,8.35389523,2.52,790.0,91.9,5592.0,4.582
K00766.01,CONFIRMED,4.125543472,4.43,1243.0,565.35,6174.0,4.417
K00767.01,CONFIRMED,2.816504904,12.21,1219.0,521.13,5532.0,4.452
K00786.01,CONFIRMED,3.689920099,1.89,1147.0,408.99,5880.0,4.518
K00787.01,CONFIRMED,4.431238488,3.25,1104.0,351.23,5714.0,4.428
K00787.02,CONFIRMED,11.37936986,3.95,806.0,99.68,5714.0,4.428
K00788.01,CONFIRMED,26.39432897,3.07,489.0,13.49,5129.0,4.595
K00116.01,CONFIRMED,13.57078281,2.64,785.0,89.61,5854.0,4.406
K00115.02,CONFIRMED,7.12594387,1.79,997.0,233.31,5779.0,4.339
K00775.01,CONFIRMED,16.38489988,2.0,433.0,8.35,4126.0,4.661
K00775.02,CONFIRMED,7.8774163,2.16,553.0,22.18,4126.0,4.661
K00775.03,CONFIRMED,36.4454001,1.99,332.0,2.88,4126.0,4.661
K00776.01,CONFIRMED,3.728732147,6.02,1023.0,258.34,5497.0,4.577
K00777.01,CANDIDATE,40.4195037,7.51,467.0,11.29,5446.0,4.507
K00778.01,CONFIRMED,2.243380573,1.99,822.0,107.6,4149.0,4.698
K00780.01,CONFIRMED,2.337437946,2.34,1070.0,311.16,5005.0,4.595
K00780.02,CANDIDATE,7.2406612,19.45,734.0,68.63,5005.0,4.595
K00115.03,CANDIDATE,3.43591631,0.55,1272.0,617.61,5779.0,4.339
K00781.01,CONFIRMED,11.59822233,2.65,396.0,5.82,3688.0,4.79
K00782.01,CONFIRMED,6.575315881,5.31,1015.0,251.38,5992.0,4.415
K00783.01,CONFIRMED,7.275040844,4.86,833.0,113.64,5485.0,4.556
K00784.01,CONFIRMED,19.27153892,1.93,393.0,5.66,4077.0,4.702
K00784.02,CONFIRMED,10.06524317,1.91,488.0,13.43,4077.0,4.702
K00785.01,CONFIRMED,12.3935651,2.66,677.0,49.68,5557.0,4.603
K00116.02,CONFIRMED,43.84439721,2.87,531.0,18.77,5854.0,4.406
K00800.01,CONFIRMED,2.711504086,3.12,1420.0,960.79,6214.0,4.442
K00800.02,CONFIRMED,7.21203748,3.32,1025.0,260.58,6214.0,4.442
K00790.01,CONFIRMED,8.47237911,2.59,751.0,75.44,5354.0,4.587
K00790.02,CONFIRMED,60.4189369,2.36,390.0,5.49,5354.0,4.587
K00791.01,CONFIRMED,12.61190435,7.4,753.0,76.15,5795.0,4.508
K00794.01,CONFIRMED,2.539183147,2.06,1332.0,743.09,5519.0,4.35
K00795.01,CONFIRMED,6.770300385,2.77,812.0,102.87,5653.0,4.656
K00797.01,CANDIDATE,10.181584,7.73,812.0,102.91,5988.0,4.541
K00812.02,CONFIRMED,20.06036336,1.96,361.0,4.0,3950.0,4.754
K00812.03,CONFIRMED,46.1842039,1.83,273.0,1.32,3950.0,4.754
K00116.04,CONFIRMED,23.9800854,1.31,649.0,41.94,5854.0,4.406
K00812.04,CONFIRMED,7.82502168,1.2,494.0,14.05,3950.0,4.754
K00813.01,CONFIRMED,3.895936525,7.34,1005.0,241.62,5557.0,4.592
K00814.01,CONFIRMED,22.36646466,2.32,536.0,19.45,5395.0,4.615
K00801.01,CONFIRMED,1.625522174,9.73,1579.0,1467.41,5539.0,4.322
K00802.01,CANDIDATE,19.62034692,13.6,643.0,40.39,5710.0,4.492
K00804.01,CANDIDATE,9.02930689,2.57,757.0,77.75,5349.0,4.526
K00806.01,CONFIRMED,143.2063047,8.9,308.0,2.14,5485.0,4.556
K00116.03,CONFIRMED,6.164876,0.79,1021.0,256.35,5854.0,4.406
K00806.02,CONFIRMED,60.32494216,12.19,411.0,6.77,5485.0,4.556
K00806.03,CONFIRMED,29.1598615,1.91,524.0,17.85,5485.0,4.556
K00809.01,CONFIRMED,1.594745374,11.3,1539.0,1329.42,5934.0,4.491
K00810.01,CANDIDATE,4.783002698,2.5,886.0,145.48,5170.0,4.574
K00811.01,CONFIRMED,20.50588921,3.41,518.0,17.06,4905.0,4.544
K00812.01,CONFIRMED,3.340218842,2.03,656.0,43.73,3950.0,4.754
K00829.01,CONFIRMED,18.64932728,3.12,701.0,57.13,5775.0,4.405
K00117.02,CONFIRMED,4.90144976,1.7,1262.0,598.74,5847.0,4.191
K00829.02,CONFIRMED,9.75192101,2.76,870.0,135.66,5775.0,4.405
K00829.03,CONFIRMED,38.5576546,4.02,550.0,21.71,5775.0,4.405
K00830.01,CONFIRMED,3.525632539,11.58,975.0,213.12,5150.0,4.572
K00815.01,CANDIDATE,34.84398644,7.61,511.0,16.1,5509.0,4.482
K00816.01,CONFIRMED,7.748094239,5.52,964.0,204.39,5973.0,4.439
K00817.01,CONFIRMED,23.96793669,1.8,329.0,2.77,3747.0,4.728
K00817.02,CONFIRMED,8.29561738,1.82,469.0,11.39,3747.0,4.728
K00818.01,CONFIRMED,8.11437482,2.1,460.0,10.55,3692.0,4.753
K00820.01,CANDIDATE,4.64090031,30.09,1155.0,421.08,6463.0,4.5
K00117.01,CONFIRMED,14.74914825,2.89,874.0,137.91,5847.0,4.191
K00821.01,CONFIRMED,21.81295996,3.38,639.0,39.33,5601.0,4.41
K00823.01,CANDIDATE,1.028436523,72.77,1947.0,3400.48,6228.0,4.428
K00824.01,CONFIRMED,15.37562369,11.01,600.0,30.54,4986.0,4.496
K00825.01,CONFIRMED,8.10363271,2.11,687.0,52.82,4861.0,4.574
K00825.02,CONFIRMED,4.71510843,1.46,823.0,108.84,4861.0,4.574
K00826.01,CONFIRMED,6.365839713,2.44,914.0,165.33,5776.0,4.554
K00840.01,CONFIRMED,3.04033046,8.99,1021.0,257.29,5035.0,4.519
K00841.01,CONFIRMED,15.33528675,5.0,610.0,32.67,5251.0,4.581
K00117.04,CONFIRMED,7.95825328,1.06,1074.0,314.15,5847.0,4.191
K00841.02,CONFIRMED,31.33046135,6.5,481.0,12.61,5251.0,4.581
K00834.01,CONFIRMED,23.65369415,7.89,731.0,67.65,5739.0,4.191
K00834.02,CONFIRMED,13.23352214,3.06,888.0,146.67,5739.0,4.191
K00834.03,CONFIRMED,6.15560285,2.32,1146.0,406.94,5739.0,4.191
K00834.04,CONFIRMED,2.090811305,1.62,1642.0,1718.04,5739.0,4.191
K00117.03,CONFIRMED,3.180027898,1.53,1458.0,1066.86,5847.0,4.191
K00834.05,CONFIRMED,50.4467417,2.67,568.0,24.64,5739.0,4.191
K00835.01,CONFIRMED,11.76307164,2.35,616.0,33.99,4959.0,4.603
K00835.02,CONFIRMED,56.2279271,2.37,366.0,4.22,4959.0,4.603
K00837.01,CONFIRMED,7.953547,2.25,696.0,55.37,4768.0,4.536
K00837.02,CONFIRMED,4.14451656,1.48,864.0,132.08,4768.0,4.536
K00850.01,CONFIRMED,10.52629458,8.24,713.0,61.16,5386.0,4.553
K00851.01,CONFIRMED,4.583520948,5.39,1038.0,274.98,5815.0,4.54
K00852.01,CONFIRMED,3.76181843,2.66,1121.0,372.62,5653.0,4.472
K00853.01,CONFIRMED,8.20396958,3.01,742.0,71.5,5015.0,4.499
K00853.02,CONFIRMED,14.49645186,3.01,613.0,33.48,5015.0,4.499
K00841.03,CANDIDATE,6.54626149,2.19,810.0,101.78,5251.0,4.581
K00842.01,CONFIRMED,12.71809866,2.31,562.0,23.6,4702.0,4.592
K00842.02,CONFIRMED,36.06588163,2.64,397.0,5.88,4702.0,4.592
K00843.01,CONFIRMED,4.190425659,6.21,1234.0,547.9,6073.0,4.392
K00844.01,CONFIRMED,3.709870784,4.35,1151.0,415.1,5727.0,4.463
K00845.01,CONFIRMED,16.3297527,3.75,727.0,66.08,5878.0,4.444
K00846.01,CONFIRMED,27.80756622,13.84,554.0,22.24,5862.0,4.584
K00847.01,CONFIRMED,80.8723469,7.59,452.0,9.88,5510.0,4.222
K00118.01,CONFIRMED,24.99324319,2.29,712.0,60.88,5718.0,4.181
K00849.01,CONFIRMED,10.35533116,2.47,777.0,86.22,5501.0,4.462
K00867.01,CONFIRMED,16.08518937,3.68,613.0,33.43,5239.0,4.523
K00868.01,CANDIDATE,235.9986399,10.59,188.0,0.29,4245.0,4.627
K00869.01,CONFIRMED,7.49018305,2.56,753.0,76.06,5103.0,4.562
K00869.02,CONFIRMED,36.2761238,3.03,445.0,9.29,5103.0,4.562
K00869.03,CONFIRMED,17.46087931,2.32,568.0,24.6,5103.0,4.562
K00854.01,CONFIRMED,56.0560754,1.94,233.0,0.69,3593.0,4.757
K00855.01,CONFIRMED,41.40831669,11.38,453.0,9.93,5522.0,4.586
K00856.01,CANDIDATE,39.74893077,14.21,552.0,21.87,6122.0,4.487
K00857.01,CONFIRMED,5.715425977,2.47,850.0,123.03,5237.0,4.572
K00119.01,CONFIRMED,49.18394185,8.2,669.0,47.4,5626.0,3.907
K00857.02,CONFIRMED,20.0261412,2.28,559.0,23.14,5237.0,4.572
K00858.01,CANDIDATE,13.61014819,19.02,733.0,68.29,5697.0,4.46
K00861.01,CONFIRMED,2.237489571,1.41,1160.0,427.17,5265.0,4.58
K00863.01,CONFIRMED,3.167893418,2.62,1221.0,526.23,5895.0,4.503
K00864.01,CONFIRMED,4.311780262,3.11,1038.0,274.84,5527.0,4.484
K00864.02,CONFIRMED,20.0504494,2.69,622.0,35.44,5527.0,4.484
K00864.03,CONFIRMED,9.76734503,2.67,791.0,92.46,5527.0,4.484
K00865.01,CANDIDATE,119.0207044,8.98,366.0,4.25,5453.0,4.342
K00119.02,CONFIRMED,190.3200468,7.78,426.0,7.8,5626.0,3.907
K00880.01,CONFIRMED,26.44439337,3.91,562.0,23.54,5427.0,4.463
K00880.02,CONFIRMED,51.53997972,5.51,450.0,9.67,5427.0,4.463
K00880.03,CONFIRMED,5.902245782,2.43,926.0,173.74,5427.0,4.463
K00880.04,CONFIRMED,2.382951591,1.86,1253.0,583.01,5427.0,4.463
K00881.01,CONFIRMED,21.02250608,3.07,521.0,17.48,5067.0,4.585
K00869.04,CONFIRMED,3.219814777,1.69,998.0,234.93,5103.0,4.562
K00870.01,CONFIRMED,5.912273234,1.73,585.0,27.72,4072.0,4.696
K00870.02,CONFIRMED,8.98581901,1.65,509.0,15.9,4072.0,4.696
K00871.01,CANDIDATE,12.94066866,22.94,723.0,64.64,5875.0,4.572
K00872.01,CONFIRMED,33.60123371,8.46,495.0,14.22,5149.0,4.447
K00872.02,CONFIRMED,6.76652928,1.97,845.0,120.48,5149.0,4.447
K00873.01,CONFIRMED,4.347288783,2.36,1174.0,449.79,5754.0,4.345
K00874.01,CONFIRMED,4.601811819,2.35,896.0,152.91,4986.0,4.496
K00874.02,CONFIRMED,11.18719905,1.55,667.0,46.65,4986.0,4.496
K00875.01,CANDIDATE,4.220965778,2.62,595.0,29.68,3837.0,4.747
K00877.01,CONFIRMED,5.95489993,2.33,635.0,38.52,4261.0,4.641
K00877.02,CONFIRMED,12.03987488,2.18,502.0,15.06,4261.0,4.641
K00877.03,CONFIRMED,20.83762895,1.42,418.0,7.24,4261.0,4.641
K00878.01,CONFIRMED,23.58917143,3.16,487.0,13.34,4919.0,4.566
K00123.01,CONFIRMED,6.481633073,2.54,1145.0,406.25,5945.0,4.213
K00892.01,CONFIRMED,10.37168928,3.2,720.0,63.68,5121.0,4.457
K00892.02,CONFIRMED,3.96996298,1.78,992.0,229.37,5121.0,4.457
K00893.01,CONFIRMED,4.40841331,2.66,1139.0,398.0,6007.0,4.457
K00881.02,CONFIRMED,226.8904775,4.53,236.0,0.73,5067.0,4.585
K00883.01,CANDIDATE,2.688899233,12.04,929.0,175.76,4820.0,4.667
K00884.01,CONFIRMED,9.439459486,4.16,686.0,52.32,5097.0,4.597
K00122.01,CONFIRMED,11.52306746,3.13,927.0,174.81,5644.0,4.162
K00884.02,CONFIRMED,20.47748843,2.92,530.0,18.65,5097.0,4.597
K00884.03,CONFIRMED,3.336123113,1.74,970.0,209.79,5097.0,4.597
K00886.01,CONFIRMED,8.01078456,1.72,453.0,9.9,3713.0,4.779
K00886.02,CONFIRMED,12.07134205,1.29,395.0,5.74,3713.0,4.779
K00886.03,CONFIRMED,20.99587872,1.3,328.0,2.74,3713.0,4.779
K00887.01,CONFIRMED,7.41113177,2.45,905.0,158.11,5849.0,4.517
K00889.01,CONFIRMED,8.884922995,10.51,770.0,83.21,5332.0,4.5
K00890.01,CONFIRMED,8.09888906,8.95,986.0,223.19,6214.0,4.442
K00891.01,CONFIRMED,10.00653012,3.52,876.0,139.21,6063.0,4.47
K00012.01,CONFIRMED,17.85522168,13.16,911.0,163.04,6823.0,4.308
K00901.01,CANDIDATE,12.73262407,4.87,432.0,8.22,3950.0,4.721
K00902.01,CANDIDATE,83.92494032,4.78,226.0,0.62,3960.0,4.746
K00903.01,CONFIRMED,5.007316661,6.96,998.0,234.28,5865.0,4.563
K00904.01,CONFIRMED,2.211116989,1.85,931.0,177.19,4500.0,4.656
K00904.02,CONFIRMED,27.9541337,1.9,400.0,6.04,4500.0,4.656
K00124.01,CONFIRMED,12.69104387,2.57,1008.0,244.3,5869.0,4.024
K00896.01,CONFIRMED,16.23947096,4.14,598.0,30.14,5191.0,4.564
K00896.02,CONFIRMED,6.308201629,2.96,819.0,106.44,5191.0,4.564
K00897.01,CONFIRMED,2.052349884,13.12,1497.0,1183.18,5855.0,4.393
K00898.01,CONFIRMED,9.7704486,2.23,460.0,10.59,3906.0,4.73
K00898.02,CONFIRMED,5.169804269,1.66,569.0,24.75,3906.0,4.73
K00123.02,CONFIRMED,21.22261195,2.48,771.0,83.56,5945.0,4.213
K00898.03,CONFIRMED,20.09017037,2.25,362.0,4.05,3906.0,4.73
K00899.01,CONFIRMED,7.11373257,1.16,429.0,8.01,3561.0,4.855
K00899.02,CONFIRMED,3.306551643,0.91,554.0,22.19,3561.0,4.855
K00899.03,CONFIRMED,15.36845737,1.11,332.0,2.86,3561.0,4.855
K00900.01,CANDIDATE,13.81020318,4.56,833.0,113.75,5942.0,4.327
K00911.01,CONFIRMED,4.093578461,2.85,1182.0,461.07,6077.0,4.471
K00911.02,CONFIRMED,105.145959,3.43,401.0,6.09,6077.0,4.471
K00912.01,CONFIRMED,10.8484518,2.34,499.0,14.66,4201.0,4.682
K00912.02,CONFIRMED,6.66833241,1.18,587.0,28.06,4201.0,4.682
K00913.01,CONFIRMED,4.082274889,10.55,1016.0,251.48,5655.0,4.581
K00914.01,CANDIDATE,3.886655224,1.87,1010.0,246.29,5662.0,4.61
K00904.03,CONFIRMED,42.1406089,1.85,349.0,3.49,4500.0,4.656
K00904.04,CONFIRMED,4.617490562,1.62,728.0,66.47,4500.0,4.656
K00904.05,CONFIRMED,10.19849255,1.75,559.0,23.11,4500.0,4.656
K00906.01,CONFIRMED,7.15681552,2.47,782.0,88.23,5029.0,4.494
K00906.02,CONFIRMED,17.64830851,2.43,579.0,26.49,5029.0,4.494
K00906.03,CONFIRMED,4.14810719,1.08,938.0,182.76,5029.0,4.494
K00907.01,CONFIRMED,16.51410989,2.72,655.0,43.57,5527.0,4.488
K00907.02,CONFIRMED,30.1329298,3.14,536.0,19.55,5527.0,4.488
K00907.03,CONFIRMED,4.79090809,1.36,990.0,227.24,5527.0,4.488
K00124.02,CONFIRMED,31.71981013,3.09,743.0,71.97,5869.0,4.024
K00907.04,CONFIRMED,99.6415962,2.64,360.0,3.97,5527.0,4.488
K00908.01,CONFIRMED,4.708326451,10.6,1162.0,431.02,5560.0,4.246
K00910.01,CONFIRMED,5.392026903,2.68,850.0,123.33,5198.0,4.589
K00928.01,CANDIDATE,2.494170338,2.42,1194.0,480.19,5569.0,4.566
K00929.01,CONFIRMED,6.491682808,9.66,1062.0,301.54,6123.0,4.413
K00931.01,CONFIRMED,3.855603916,13.61,1212.0,508.65,6033.0,4.46
K00125.01,CONFIRMED,38.47876629,13.26,484.0,13.01,5510.0,4.539
K00916.01,CONFIRMED,3.314947362,3.94,1155.0,421.03,5609.0,4.481
K00918.01,CONFIRMED,39.6431552,10.98,472.0,11.74,5231.0,4.455
K00920.01,CONFIRMED,21.80451611,2.6,543.0,20.48,5481.0,4.629
K00921.01,CONFIRMED,10.28194593,2.53,680.0,50.6,5196.0,4.593
K00921.02,CONFIRMED,18.11993039,2.95,563.0,23.77,5196.0,4.593
K00921.03,CONFIRMED,3.78402867,1.7,949.0,191.78,5196.0,4.593
K00922.01,CONFIRMED,5.15448142,2.94,964.0,204.1,5431.0,4.457
K00923.01,CONFIRMED,5.743469797,3.13,982.0,219.95,5897.0,4.531
K00924.01,CANDIDATE,39.4759093,4.06,577.0,26.13,6225.0,4.45
K00926.01,CONFIRMED,3.166353562,3.82,1273.0,621.92,6007.0,4.47
K00939.01,CONFIRMED,3.388012244,2.11,1315.0,705.93,5553.0,4.221
K00939.02,CONFIRMED,5.83909761,2.06,1097.0,341.48,5553.0,4.221
K00939.03,CONFIRMED,1.620467654,1.57,1681.0,1893.42,5553.0,4.221
K00939.04,CONFIRMED,10.6816951,2.3,897.0,152.75,5553.0,4.221
K00940.01,CONFIRMED,6.104849417,3.18,784.0,89.25,5085.0,4.584
K00127.01,CONFIRMED,3.578780566,10.43,1145.0,406.6,5524.0,4.421
K00934.01,CONFIRMED,5.826657508,4.09,1013.0,248.57,5561.0,4.362
K00934.02,CONFIRMED,12.41216347,2.58,787.0,90.65,5561.0,4.362
K00934.03,CONFIRMED,18.74649011,3.05,686.0,52.38,5561.0,4.362
K00935.01,CONFIRMED,20.86021229,5.5,781.0,87.76,6035.0,4.22
K00935.02,CONFIRMED,42.63427848,5.22,615.0,33.82,6035.0,4.22
K00935.03,CONFIRMED,87.6476068,4.0,484.0,12.94,6035.0,4.22
K00935.04,CANDIDATE,9.61731426,1.94,1010.0,246.13,6035.0,4.22
K00936.01,CONFIRMED,9.467821474,2.13,407.0,6.47,3582.0,4.807
K00936.02,CONFIRMED,0.893040969,1.24,893.0,151.14,3582.0,4.807
K00128.01,CONFIRMED,4.942783419,10.62,1008.0,244.42,5514.0,4.459
K00937.01,CONFIRMED,20.83426731,2.74,595.0,29.62,5537.0,4.549
K00938.01,CONFIRMED,9.94602357,3.12,807.0,100.34,5344.0,4.365
K00938.02,CONFIRMED,1.04562195,1.45,1710.0,2031.84,5344.0,4.365
K00938.03,CONFIRMED,5.71462396,1.78,971.0,210.16,5344.0,4.365
K01102.02,CONFIRMED,8.14515981,3.43,1050.0,287.91,5896.0,4.197
K01102.03,CONFIRMED,18.9985279,43.17,792.0,93.03,5896.0,4.197
K01102.04,CONFIRMED,4.24439049,2.07,1305.0,686.99,5896.0,4.197
K01103.01,CANDIDATE,90.1240507,7.12,485.0,13.09,6520.0,4.375
K00150.02,CONFIRMED,28.5742692,2.32,538.0,19.83,5551.0,4.508
K01168.01,CANDIDATE,856.672115,3.87,242.0,0.81,6449.0,4.232
K01169.01,CANDIDATE,0.689210173,1.32,1943.0,3362.71,5630.0,4.505
K01170.01,CANDIDATE,7.34373964,1.84,839.0,117.5,5757.0,4.597
K00970.01,CANDIDATE,3.9886021,34.39,3145.0,23135.72,4813.0,2.472
K00971.01,CANDIDATE,0.533059312,133.56,5862.0,277887.7,8523.0,3.559
K00139.01,CONFIRMED,224.7789355,7.67,333.0,2.92,5873.0,4.293
K01106.01,CONFIRMED,7.42608123,2.47,1037.0,273.78,6049.0,4.353
K01106.02,CONFIRMED,15.9868932,1.62,803.0,98.51,6049.0,4.353
K01108.01,CONFIRMED,18.92537246,13.92,1171.0,443.58,4941.0,3.317
K01174.01,CANDIDATE,129995.7784,2.99,25.0,0.0,4500.0,4.572
K01175.01,CONFIRMED,31.5925809,1.78,688.0,53.09,5676.0,4.1
K01175.02,CANDIDATE,17.157236,1.55,844.0,119.87,5676.0,4.1
K01176.01,CONFIRMED,1.97376085,8.78,753.0,76.1,3807.0,4.762
K00972.01,CANDIDATE,13.11896244,8.25,1768.0,2310.43,7221.0,3.488
K00972.02,CANDIDATE,7.82187328,2.78,2101.0,4601.71,7221.0,3.488
K00974.01,CANDIDATE,53.5057611,2.52,675.0,49.16,6247.0,4.016
K00975.01,CONFIRMED,2.785821236,1.69,1784.0,2388.98,6202.0,4.026
K01050.01,CONFIRMED,1.269091415,1.41,1331.0,740.47,5041.0,4.576
K01050.02,CONFIRMED,2.853133997,1.36,1016.0,251.77,5041.0,4.576
K01051.01,CANDIDATE,6.79685353,2.01,985.0,222.91,6061.0,4.486
K01108.02,CONFIRMED,1.475323222,5.88,2740.0,13331.51,4941.0,3.317
K01108.03,CONFIRMED,4.15246118,7.62,1941.0,3354.56,4941.0,3.317
K01110.01,CONFIRMED,8.7348852,1.59,890.0,148.62,5982.0,4.493
K00151.01,CANDIDATE,13.4471791,5.24,848.0,122.34,6276.0,4.405
K00134.01,CANDIDATE,67.5923754,12.1,588.0,28.2,6038.0,4.082
K01052.01,CONFIRMED,17.02902786,2.54,755.0,76.66,5839.0,4.327
K01052.02,CONFIRMED,6.84619236,1.67,1022.0,258.41,5839.0,4.327
K01052.03,CONFIRMED,67.8321638,2.39,476.0,12.14,5839.0,4.327
K01052.04,CONFIRMED,43.1312147,2.39,554.0,22.21,5839.0,4.327
K01053.01,CONFIRMED,1.224866441,1.54,1741.0,2174.33,5553.0,4.32
K01112.01,CANDIDATE,37.8102649,2.33,566.0,24.27,6085.0,4.451
K01113.01,CONFIRMED,25.93406406,2.48,695.0,55.1,5952.0,4.287
K01113.02,CONFIRMED,83.4463485,2.73,471.0,11.59,5952.0,4.287
K01115.01,CONFIRMED,12.99204853,2.03,866.0,132.94,5765.0,4.236
K00152.01,CONFIRMED,52.09081627,7.14,592.0,29.07,6198.0,4.237
K00984.01,CANDIDATE,4.28746668,2.29,942.0,186.31,5296.0,4.576
K00986.01,CONFIRMED,8.18739443,1.92,782.0,88.36,5251.0,4.494
K00986.02,CONFIRMED,76.0498163,1.75,372.0,4.53,5251.0,4.494
K00139.02,CONFIRMED,3.341799486,1.67,1356.0,798.41,5873.0,4.293
K01116.01,CONFIRMED,3.749105745,1.68,1160.0,428.25,5751.0,4.447
K01117.01,CONFIRMED,11.08956602,3.51,1422.0,965.62,6353.0,3.698
K01118.01,CANDIDATE,7.37290344,2.67,1004.0,240.11,5973.0,4.371
K01193.01,CANDIDATE,119.0624882,10.4,366.0,4.26,5697.0,4.392
K01194.01,CONFIRMED,8.70798309,2.01,543.0,20.59,4362.0,4.722
K01194.02,CANDIDATE,14.8623076,1.57,454.0,10.08,4362.0,4.722
K01194.03,CONFIRMED,4.17634276,1.23,694.0,54.8,4362.0,4.722
K00152.02,CONFIRMED,27.40229859,3.63,734.0,68.46,6198.0,4.237
K00987.01,CONFIRMED,3.179267286,1.21,1101.0,347.01,5511.0,4.554
K00988.01,CONFIRMED,10.38122447,2.18,672.0,48.37,5095.0,4.566
K00988.02,CONFIRMED,24.5709023,2.82,505.0,15.33,5095.0,4.566
K00135.01,CONFIRMED,3.024092505,12.14,1489.0,1162.54,6063.0,4.261
K01059.01,CONFIRMED,1.022678654,1.14,1734.0,2138.47,5366.0,4.363
K01060.01,CONFIRMED,12.10968709,2.98,1005.0,240.8,6021.0,4.093
K01060.02,CONFIRMED,4.75796103,1.7,1372.0,835.65,6021.0,4.093
K01060.03,CONFIRMED,20.4972755,2.96,843.0,119.42,6021.0,4.093
K01199.01,CONFIRMED,53.5292702,2.28,348.0,3.48,4736.0,4.624
K01201.01,CANDIDATE,2.757584622,1.01,615.0,33.79,3683.0,4.84
K01202.01,CONFIRMED,0.928310036,1.16,1115.0,365.72,4109.0,4.672
K00152.03,CONFIRMED,13.48457668,3.39,929.0,176.29,6198.0,4.237
K01203.01,CONFIRMED,31.8841473,3.7,563.0,23.82,5779.0,4.477
K00989.03,CANDIDATE,16.15811112,86.13,660.0,44.83,5619.0,4.536
K00991.01,CONFIRMED,12.06222962,1.62,750.0,74.8,5547.0,4.451
K00992.01,CONFIRMED,9.93146307,2.41,931.0,177.83,5782.0,4.28
K00993.01,CONFIRMED,21.85362905,1.75,618.0,34.57,5830.0,4.54
K01060.04,CONFIRMED,8.19345065,1.74,1144.0,405.75,6021.0,4.093
K01061.01,CONFIRMED,41.8059544,2.02,533.0,19.02,5907.0,4.445
K00148.01,CONFIRMED,4.77800306,1.85,932.0,177.79,5192.0,4.489
K01127.01,CONFIRMED,5.32667299,2.26,1007.0,242.97,5831.0,4.517
K01191.01,CANDIDATE,8.17242644,3.29,858.0,127.95,5705.0,4.499
K01192.01,CANDIDATE,1295.362215,57.82,169.0,0.19,5609.0,4.346
K00993.02,CONFIRMED,13.0607936,1.45,734.0,68.66,5830.0,4.54
K00994.01,CANDIDATE,4.2989201,2.12,1046.0,283.62,5300.0,4.385
K01066.01,CANDIDATE,5.714817603,9.29,943.0,187.27,5695.0,4.526
K01069.01,CONFIRMED,8.70420525,2.86,748.0,74.13,5074.0,4.474
K01127.02,CONFIRMED,8.1280933,1.39,875.0,138.51,5831.0,4.517
K01127.03,CANDIDATE,2.83668931,1.19,1242.0,562.48,5831.0,4.517
K01128.01,CONFIRMED,0.974868896,1.16,1612.0,1605.87,5487.0,4.563
K01129.01,CONFIRMED,4.89721006,1.48,904.0,157.93,5093.0,4.483
K01198.01,CONFIRMED,16.08832318,3.42,875.0,138.64,6157.0,4.224
