kepoi_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg
K05581.01,CONFIRMED,374.878133,4.27,282.0,1.49,5636.0,4.218
K05702.01,CANDIDATE,511.882,2.56,241.0,0.79,6141.0,4.454
K05704.01,CANDIDATE,96.16705,1.15,313.0,2.26,5147.0,4.617
K05706.01,CONFIRMED,425.483539,3.2,248.0,0.89,5977.0,4.473
K05707.01,CANDIDATE,208.800733,2.88,347.0,3.43,6208.0,4.372
K05822.01,CANDIDATE,17.634272,1.69,842.0,118.84,4885.0,3.815
K05825.01,CANDIDATE,208.047137,2.05,363.0,4.12,5991.0,4.175
K05826.01,CANDIDATE,30.561533,1.53,379.0,4.86,4294.0,4.609
K05827.01,CONFIRMED,6.10968225,0.79,1093.0,337.78,6024.0,4.309
K05455.01,CANDIDATE,292.09809,2.09,267.0,1.2,5955.0,4.534
K05457.01,CANDIDATE,578.21623,3.54,328.0,2.74,5166.0,3.6
K05458.01,CANDIDATE,56.648588,2.19,377.0,4.77,5023.0,4.565
K05459.01,CANDIDATE,53.554546,3.1,769.0,82.79,6039.0,3.76
K05461.01,CANDIDATE,119.079642,17.89,795.0,94.61,4849.0,2.942
K05583.01,CANDIDATE,20.5858591,1.31,586.0,27.85,5523.0,4.526
K05585.01,CANDIDATE,113.573945,3.45,496.0,14.32,5155.0,3.768
K05588.01,CANDIDATE,542.91133,2.27,199.0,0.37,5583.0,4.559
K05712.01,CANDIDATE,287.75613,3.4,215.0,0.5,4965.0,4.586
K05715.01,CANDIDATE,189.961729,1.93,260.0,1.08,5335.0,4.613
K05839.01,CANDIDATE,169.415073,2.32,413.0,6.87,6362.0,4.238
K05842.01,CANDIDATE,57.7749373,1.85,524.0,17.82,6277.0,4.417
K05466.01,CONFIRMED,4.09513876,1.75,1122.0,374.3,5858.0,4.495
K05468.01,CANDIDATE,81.704814,1.65,442.0,9.04,6099.0,4.421
K05470.01,CANDIDATE,578.21805,2.44,223.0,0.59,6089.0,4.495
K05591.01,CANDIDATE,317.009388,4.03,345.0,3.34,5066.0,3.787
K05592.01,CANDIDATE,482.51701,2.3,242.0,0.8,6168.0,4.488
K05597.01,CANDIDATE,7.77710639,0.73,773.0,84.44,5073.0,4.481
K05718.01,CANDIDATE,233.64574,5.2,296.0,1.8,5780.0,4.438
K05719.01,CANDIDATE,27.285315,2.19,678.0,49.97,6304.0,4.407
K05344.01,CANDIDATE,445.351255,3.66,370.0,4.43,7202.0,4.112
K05472.01,CANDIDATE,97.5137491,5.27,630.0,37.25,5437.0,3.57
K05473.01,CANDIDATE,549.42772,2.64,223.0,0.58,5957.0,4.498
K05474.01,CANDIDATE,284.666844,8.98,486.0,13.14,5248.0,3.368
K05475.01,CONFIRMED,224.150923,2.41,369.0,4.4,6072.0,4.133
K05476.01,CANDIDATE,148.179343,2.52,367.0,4.29,5635.0,4.278
K05598.01,CANDIDATE,376.934014,2.13,274.0,1.33,6074.0,4.369
K05600.01,CANDIDATE,17.168095,4.81,603.0,31.34,5053.0,3.824
K05602.01,CANDIDATE,403.163148,2.49,240.0,0.79,5812.0,4.504
K05603.01,CANDIDATE,341.557931,6.81,393.0,5.65,5138.0,3.551
K05604.01,CANDIDATE,476.91977,2.49,321.0,2.49,6282.0,4.063
K05605.01,CANDIDATE,9.011888,7.04,1105.0,351.97,5627.0,4.002
K05725.01,CANDIDATE,351.25069,2.23,186.0,0.28,4828.0,4.63
K05727.01,CANDIDATE,65.3558881,2.61,337.0,3.05,4703.0,4.55
K05732.01,CANDIDATE,39.399926,1.52,499.0,14.66,5913.0,4.581
K05358.01,CANDIDATE,126.586058,1.54,460.0,10.54,6611.0,4.269
K05359.01,CANDIDATE,2.7200197,1.53,713.0,61.08,3939.0,4.735
K05479.01,CANDIDATE,18.347081,5.65,855.0,126.14,5465.0,3.968
K05480.01,CANDIDATE,57.140035,5.78,588.0,28.34,5936.0,4.103
K05482.01,CANDIDATE,31.70757465,2.96,547.0,21.1,5861.0,4.546
K05485.01,CANDIDATE,9.3589254,17.37,1528.0,1288.85,5188.0,3.327
K05486.01,CANDIDATE,4.15472242,23.47,2292.0,6522.18,6996.0,3.627
K05608.01,CANDIDATE,87.565484,2.12,437.0,8.6,6064.0,4.429
K05609.01,CANDIDATE,535.1515,2.7,258.0,1.04,5468.0,4.085
K05610.01,CANDIDATE,495.40462,152.21,248.0,0.9,6225.0,4.45
K05612.01,CANDIDATE,353.65927,2.58,223.0,0.58,5438.0,4.574
K05613.01,CANDIDATE,346.4174,2.41,251.0,0.94,5754.0,4.49
K05736.01,CANDIDATE,161.651504,2.22,377.0,4.77,5725.0,4.212
K05737.01,CANDIDATE,376.24253,1.32,254.0,0.99,5916.0,4.463
K05740.01,CANDIDATE,21.7997515,1.01,674.0,48.75,6122.0,4.487
K05360.01,CANDIDATE,54.595746,2.0,649.0,41.81,6014.0,3.989
K05365.01,CANDIDATE,585.64118,2.2,207.0,0.43,5779.0,4.526
K05487.01,CANDIDATE,48.8130123,2.95,553.0,22.17,6202.0,4.395
K05616.01,CANDIDATE,441.61919,1.71,152.0,0.12,4351.0,4.659
K05618.01,CANDIDATE,318.49078,3.01,301.0,1.94,6026.0,4.302
K05741.01,CANDIDATE,362.0619,2.12,203.0,0.41,5271.0,4.636
K05745.01,CANDIDATE,11.37444271,22.86,687.0,52.84,5297.0,4.546
K05747.01,CANDIDATE,411.447056,2.86,342.0,3.22,6519.0,4.108
K05748.01,CANDIDATE,29.9371143,1.19,501.0,14.87,5115.0,4.47
K05369.01,CANDIDATE,651.358046,14.58,411.0,6.75,5122.0,3.172
K05371.01,CANDIDATE,33.3037881,1.14,422.0,7.53,4899.0,4.624
K05372.01,CANDIDATE,212.60398,1.64,337.0,3.06,5834.0,4.284
K05373.01,CANDIDATE,50.550788,5.0,790.0,92.03,5031.0,3.433
K05375.01,CANDIDATE,285.374561,5.94,423.0,7.54,5142.0,3.47
K05497.01,CANDIDATE,93.359737,1.05,592.0,29.01,6809.0,4.078
K05499.01,CANDIDATE,122.58481,1.19,279.0,1.43,5003.0,4.602
K05500.01,CANDIDATE,84.934357,1.6,531.0,18.83,6290.0,4.156
K05502.01,CANDIDATE,421.98194,2.02,334.0,2.96,6760.0,4.193
K05622.01,CONFIRMED,469.61309,3.24,200.0,0.37,5474.0,4.598
K05625.01,CANDIDATE,116.454312,3.33,306.0,2.06,5197.0,4.548
K05626.01,CANDIDATE,397.499229,6.57,293.0,1.73,6423.0,4.37
K05628.01,CANDIDATE,24.9093027,1.32,452.0,9.9,4810.0,4.633
K05629.01,CANDIDATE,192.138741,1.93,407.0,6.48,6065.0,4.098
K05749.01,CANDIDATE,281.95332,2.31,204.0,0.41,4864.0,4.628
K05755.01,CANDIDATE,388.67155,1.49,210.0,0.46,5354.0,4.587
K05379.01,CANDIDATE,520.655224,7.58,401.0,6.12,5227.0,3.321
K05380.01,CANDIDATE,369.93355,3.24,270.0,1.25,6158.0,4.453
K05506.01,CANDIDATE,641.60204,1.61,230.0,0.66,6277.0,4.449
K05509.01,CANDIDATE,28.406342,1.41,613.0,33.44,6085.0,4.474
K05632.01,CANDIDATE,264.466625,2.61,346.0,3.41,6551.0,4.337
K05633.01,CANDIDATE,151.77884,4.35,616.0,34.01,6328.0,3.634
K05635.01,CANDIDATE,113.993156,2.23,729.0,66.64,7892.0,3.921
K05758.01,CANDIDATE,102.493119,2.7,317.0,2.37,5166.0,4.583
K05761.01,CANDIDATE,6.13292733,1.56,1379.0,854.43,5877.0,3.941
K05762.01,CANDIDATE,12.63063129,1.37,689.0,53.17,5579.0,4.58
K05764.01,CANDIDATE,286.02266,2.03,180.0,0.25,4368.0,4.624
K05384.01,CANDIDATE,7.95445779,9.5,1064.0,303.36,6217.0,4.306
K05385.01,CANDIDATE,331.70918,6815.75,221.0,0.56,5282.0,4.565
K05387.01,CANDIDATE,297.78282,1.17,167.0,0.18,4192.0,4.657
K05388.01,CANDIDATE,137.396194,3.38,517.0,16.87,5425.0,3.704
K05389.01,CANDIDATE,365.739893,1.73,241.0,0.8,5420.0,4.396
K05390.01,CANDIDATE,104.198102,5.13,497.0,14.46,5087.0,3.759
K05511.01,CANDIDATE,74.833577,1.68,590.0,28.65,5933.0,3.953
K05512.01,CANDIDATE,8.5852872,3.02,777.0,85.95,5488.0,4.57
K05514.01,CANDIDATE,102.100752,2.63,551.0,21.84,6359.0,4.046
K05515.01,CANDIDATE,6.263491873,6.46,1180.0,458.5,6247.0,4.255
K05517.01,CANDIDATE,335.43143,7.12,468.0,11.31,5172.0,3.315
K05518.01,CANDIDATE,558.21886,3.1,198.0,0.36,5679.0,4.581
K05638.01,CANDIDATE,290.02002,1.56,321.0,2.51,6452.0,4.384
K05639.01,CANDIDATE,279.21957,4.92,395.0,5.77,5159.0,3.648
K05640.01,CANDIDATE,348.665961,9.56,493.0,13.93,5183.0,3.166
K05642.01,CANDIDATE,222.28056,2.56,405.0,6.37,6543.0,4.17
K05643.01,CANDIDATE,570.01886,1.62,190.0,0.31,5496.0,4.579
K05769.01,CANDIDATE,7.58062893,0.97,937.0,182.01,5753.0,4.417
K05393.01,CANDIDATE,248.421771,18.92,579.0,26.64,4895.0,3.008
K05398.01,CANDIDATE,551.22396,2.1,206.0,0.42,5691.0,4.544
K05897.01,CANDIDATE,395.94327,2.53,172.0,0.21,4596.0,4.63
K05898.01,CANDIDATE,76.37924,1.73,406.0,6.41,5451.0,4.404
K05899.01,CANDIDATE,58.669218,1.28,450.0,9.68,5548.0,4.433
K05900.01,CANDIDATE,355.84731,1.68,354.0,3.71,6823.0,4.212
K05901.01,CANDIDATE,61.611129,1.29,597.0,30.02,6533.0,4.227
K05902.01,CANDIDATE,150.728285,1.27,321.0,2.51,5778.0,4.544
K05903.01,CANDIDATE,253.790434,2.06,253.0,0.97,5426.0,4.535
K05907.01,CANDIDATE,587.38162,36.77,527.0,18.29,4784.0,2.711
K05909.01,CANDIDATE,7.07987663,1.36,738.0,70.05,4808.0,4.521
K05910.01,CANDIDATE,91.240335,1.75,494.0,14.03,6493.0,4.305
K05911.01,CANDIDATE,357.41382,3.01,283.0,1.52,6233.0,4.412
K05912.01,CANDIDATE,359.854745,2.25,302.0,1.97,6495.0,4.379
K05913.01,CANDIDATE,89.366114,1.97,391.0,5.54,5861.0,4.522
K05915.01,CANDIDATE,37.6259039,1.81,519.0,17.13,5874.0,4.542
K05917.01,CANDIDATE,41.9934673,1.56,503.0,15.19,5766.0,4.498
K05918.01,CANDIDATE,94.67782,1.46,353.0,3.67,5360.0,4.503
K05919.01,CANDIDATE,290.196139,2.35,341.0,3.2,6238.0,4.224
K05921.01,CANDIDATE,175.452812,3.96,591.0,28.77,6184.0,3.58
K05922.01,CANDIDATE,367.07446,2.15,287.0,1.59,6315.0,4.407
K05923.01,CANDIDATE,366.684634,10.75,444.0,9.18,5090.0,3.353
K05924.01,CANDIDATE,291.306507,2.49,219.0,0.54,5031.0,4.548
K05925.01,CANDIDATE,93.006,1.97,503.0,15.18,5518.0,3.973
K05929.01,CANDIDATE,466.002988,4.92,223.0,0.58,5830.0,4.54
K05930.01,CANDIDATE,302.77571,1.0,106.0,0.03,3358.0,4.944
K05932.01,CANDIDATE,355.86134,2.79,233.0,0.7,5736.0,4.576
K05933.01,CANDIDATE,236.506437,10.37,480.0,12.54,5066.0,3.414
K05934.01,CANDIDATE,19.3854894,6.13,632.0,37.73,5432.0,4.42
K05937.01,CANDIDATE,357.588538,3.53,420.0,7.38,7435.0,4.082
K05938.01,CANDIDATE,545.205601,1.66,257.0,1.03,6273.0,4.345
K05939.01,CANDIDATE,105.053389,1.52,449.0,9.61,6471.0,4.392
K05940.01,CANDIDATE,24.7967294,3.14,537.0,19.62,5496.0,4.592
K05941.01,CANDIDATE,44.7060191,60.47,465.0,11.01,5509.0,4.482
K05942.01,CANDIDATE,125.277815,15.75,799.0,96.53,5119.0,2.961
K05943.01,CANDIDATE,27.2020672,1.87,719.0,63.31,5869.0,4.175
K05945.01,CANDIDATE,40.7282314,4.58,829.0,111.83,6531.0,3.936
K05948.01,CANDIDATE,398.51312,1.23,222.0,0.58,5776.0,4.596
K05949.01,CANDIDATE,559.785594,1.88,249.0,0.92,6201.0,4.352
K05950.01,CANDIDATE,109.43946,1.0,314.0,2.31,5359.0,4.611
K05952.01,CANDIDATE,164.507439,2.15,346.0,3.39,5866.0,4.382
K05953.01,CANDIDATE,370.84786,4.03,219.0,0.54,5291.0,4.539
K05954.01,CANDIDATE,73.908995,0.94,421.0,7.44,5865.0,4.518
K05956.01,CANDIDATE,212.646179,3.19,321.0,2.5,6108.0,4.466
K05959.01,CANDIDATE,251.48808,1.74,284.0,1.55,5979.0,4.52
K05960.01,CANDIDATE,32.4185265,1.62,687.0,52.7,5622.0,4.044
K05961.01,CANDIDATE,19.15976088,25.24,424.0,7.65,4492.0,4.727
K05964.01,CANDIDATE,32.033211,0.85,591.0,28.78,6039.0,4.478
K05965.01,CANDIDATE,43.3975622,1.69,388.0,5.35,4871.0,4.608
K05845.01,CANDIDATE,22.2659599,1.18,896.0,152.29,6888.0,4.223
K05846.01,CANDIDATE,199.064336,6.12,483.0,12.81,5157.0,3.541
K05847.01,CANDIDATE,277.114286,17.56,605.0,31.66,5117.0,2.986
K05848.01,CANDIDATE,323.159363,3.41,331.0,2.83,5251.0,3.872
K05849.01,CANDIDATE,21.512259,1.13,639.0,39.45,5611.0,4.424
K05850.01,CANDIDATE,303.226376,3.66,274.0,1.33,5952.0,4.469
K05967.01,CANDIDATE,22.8631517,4.84,1112.0,361.26,5043.0,3.339
K05968.01,CANDIDATE,97.942437,2.29,600.0,30.59,5997.0,3.806
K05971.01,CANDIDATE,493.30572,1.08,149.0,0.12,4558.0,4.697
K05972.01,CANDIDATE,449.87203,2.59,199.0,0.37,5310.0,4.578
K05973.01,CANDIDATE,419.93373,1.82,285.0,1.57,6686.0,4.425
K05851.01,CANDIDATE,322.221973,2.18,277.0,1.4,6026.0,4.437
K05852.01,CANDIDATE,235.413973,3.2,304.0,2.03,6028.0,4.468
K05853.01,CANDIDATE,366.68293,3.15,222.0,0.58,5217.0,4.462
K05854.01,CANDIDATE,240.57135,2.93,302.0,1.96,6146.0,4.497
K05855.01,CANDIDATE,217.792748,6.15,334.0,2.94,5600.0,4.209
K05856.01,CONFIRMED,259.34304,6.04,449.0,9.65,5490.0,3.629
K05974.01,CANDIDATE,4.76815507,0.49,761.0,79.48,4680.0,4.618
K05978.01,CANDIDATE,364.18129,1.78,209.0,0.45,4988.0,4.498
K05979.01,CANDIDATE,37.7935113,0.89,592.0,29.06,6178.0,4.417
K05859.01,CANDIDATE,172.621943,26.09,790.0,92.12,5119.0,2.795
K05860.01,CANDIDATE,264.708077,6.17,425.0,7.68,5283.0,3.617
K05863.01,CANDIDATE,8.67237968,0.87,825.0,109.61,5620.0,4.498
K05864.01,CANDIDATE,35.9216912,1.38,468.0,11.38,5161.0,4.49
K05866.01,CANDIDATE,102.300622,35.36,984.0,221.33,4895.0,2.566
K05867.01,CANDIDATE,359.8455,14.76,510.0,16.01,4945.0,3.058
K05868.01,CANDIDATE,22.7783121,1.89,863.0,130.87,6538.0,4.162
K05869.01,CANDIDATE,114.406187,2.42,267.0,1.21,4641.0,4.589
K05870.01,CANDIDATE,132.114,0.75,217.0,0.52,4342.0,4.715
K05871.01,CANDIDATE,623.2344,2.04,196.0,0.35,5600.0,4.496
K05873.01,CANDIDATE,217.170081,109061.0,802.0,97.62,5083.0,2.638
K05874.01,CANDIDATE,287.33114,2.07,266.0,1.18,5426.0,4.378
K05875.01,CONFIRMED,9.8788502,2.64,1003.0,238.98,6477.0,4.361
K05876.01,CANDIDATE,189.456089,2.2,337.0,3.04,5991.0,4.387
K05877.01,CANDIDATE,230.358183,2.87,289.0,1.66,5803.0,4.465
K05878.01,CANDIDATE,211.54114,1.88,251.0,0.94,5433.0,4.629
K05879.01,CANDIDATE,88.523517,1.6,209.0,0.45,3827.0,4.782
K05881.01,CANDIDATE,134.35872,1.27,499.0,14.61,6948.0,4.194
K05883.01,CANDIDATE,198.781156,1.69,404.0,6.33,6493.0,4.22
K05885.01,CANDIDATE,111.149082,1.87,364.0,4.16,5763.0,4.511
K05886.01,CANDIDATE,284.87177,1.84,401.0,6.1,6437.0,4.004
K05888.01,CANDIDATE,190.860818,1.84,273.0,1.32,5463.0,4.578
K05889.01,CANDIDATE,374.41813,2.42,280.0,1.44,6195.0,4.407
K05890.01,CANDIDATE,263.30198,2.19,308.0,2.11,5758.0,4.277
K05891.01,CANDIDATE,370.31761,2.98,182.0,0.26,4665.0,4.584
K05892.01,CANDIDATE,37.959659,1.41,484.0,12.93,5573.0,4.558
K05893.01,CANDIDATE,405.6296,1.4,216.0,0.52,5583.0,4.58
K05895.01,CANDIDATE,11.8307724,1.16,770.0,83.17,5550.0,4.411
K05896.01,CANDIDATE,434.28175,1.94,212.0,0.48,5544.0,4.529
K06178.02,CANDIDATE,33.814176,1.49,589.0,28.41,6122.0,4.471
K06179.01,CANDIDATE,16.2957847,2.13,744.0,72.62,6063.0,4.476
K06180.02,CANDIDATE,58.92565,1.5,809.0,101.17,7282.0,3.961
K06182.01,CANDIDATE,19.2405821,1.19,565.0,24.17,5031.0,4.485
K01608.03,CANDIDATE,232.040326,2.05,327.0,2.71,5903.0,4.3
K06182.02,CANDIDATE,28.684308,1.35,512.0,16.27,5243.0,4.49
K00492.02,CANDIDATE,265.29617,2.99,302.0,1.97,5589.0,4.27
K03410.02,CANDIDATE,61.569765,2.44,530.0,18.66,5626.0,4.149
K03440.02,CANDIDATE,58.940569,2.48,465.0,11.06,5819.0,4.468
K03444.04,CANDIDATE,14.1502311,0.74,390.0,5.44,3705.0,4.721
K03456.02,CANDIDATE,486.12702,1.18,249.0,0.91,6008.0,4.373
K03503.02,CANDIDATE,31.8245304,0.8,589.0,28.37,6338.0,4.545
K04647.02,CANDIDATE,12.008552,2.08,1016.0,251.93,5303.0,3.87
K04657.02,CANDIDATE,10.4314847,0.77,700.0,56.67,5361.0,4.588
K04895.02,CANDIDATE,47.5571352,1.85,507.0,15.58,5861.0,4.436
K06093.02,CANDIDATE,27.2497521,4.49,1090.0,333.56,5440.0,3.404
K01015.03,CANDIDATE,16.9972894,3.14,956.0,197.18,5897.0,3.98
K06097.02,CANDIDATE,88.433122,1.7,595.0,29.68,7092.0,4.176
K06097.03,CANDIDATE,282.34315,2.35,404.0,6.31,7092.0,4.176
K06186.01,CONFIRMED,5.34264143,1.72,799.0,96.47,5101.0,4.63
K06188.01,CANDIDATE,1.645319649,2.46,1296.0,666.35,5416.0,4.603
K03878.02,CANDIDATE,15.3573445,1.42,729.0,66.65,5818.0,4.464
K03954.02,CONFIRMED,5.71668787,1.92,955.0,196.51,5638.0,4.488
K00520.04,CONFIRMED,51.1658019,1.51,398.0,5.96,4963.0,4.501
K04009.02,CANDIDATE,77.792718,2.17,453.0,10.0,5497.0,4.243
K05987.01,CANDIDATE,5.288547653,55.28,2333.0,6999.38,4918.0,2.889
K00600.02,CANDIDATE,294.055263,2.8,288.0,1.64,6108.0,4.453
K06097.04,CANDIDATE,126.505657,1.51,528.0,18.42,7092.0,4.176
K06100.02,CANDIDATE,117.684591,1.52,459.0,10.46,6362.0,4.248
K01053.02,CANDIDATE,46.245164,2.46,519.0,17.15,5553.0,4.32
K06191.01,CANDIDATE,9.7043379,1.19,932.0,178.46,6273.0,4.442
K01616.02,CANDIDATE,34.775371,0.67,582.0,27.11,6028.0,4.459
K07859.01,CANDIDATE,0.306702491,0.93,2318.0,6868.33,5310.0,4.512
K06191.02,CANDIDATE,12.7713826,1.26,851.0,123.93,6273.0,4.442
K06194.01,CANDIDATE,42.294739,140.14,1083.0,324.71,4926.0,3.02
K06195.01,CANDIDATE,1.444486083,1.73,1051.0,290.01,4569.0,4.686
K04032.03,CONFIRMED,5.99273265,0.91,1010.0,245.32,5574.0,4.354
K04032.04,CONFIRMED,5.10110666,0.85,1065.0,304.8,5574.0,4.354
K04034.02,CANDIDATE,11.6089351,46.44,1496.0,1184.51,6303.0,3.595
K04103.02,CANDIDATE,14.2378417,1.1,629.0,37.02,5273.0,4.566
K00521.02,CANDIDATE,10.8206034,1.19,885.0,145.06,6032.0,4.387
K00649.02,CANDIDATE,10.2090268,0.92,1058.0,296.42,6188.0,4.196
K06102.01,CANDIDATE,54.2916336,1.67,665.0,46.21,6711.0,4.179
K06103.01,CANDIDATE,453.54212,9.23,390.0,5.45,5874.0,3.664
K06103.02,CANDIDATE,122.8054416,118.62,602.0,31.11,5874.0,3.664
K01628.03,CANDIDATE,37.8404232,1.76,607.0,32.14,6243.0,4.406
K04192.02,CANDIDATE,32.0273169,1.14,525.0,17.95,5505.0,4.501
K04246.02,CANDIDATE,8.75630628,1.12,982.0,219.87,5839.0,4.279
K04287.02,CANDIDATE,9.6183111,0.85,1142.0,402.64,6134.0,4.065
K04385.02,CONFIRMED,386.370512,2.96,209.0,0.45,5119.0,4.508
K07865.01,CANDIDATE,0.518060209,61.49,2921.0,17224.79,5405.0,3.853
K04385.03,CANDIDATE,17.3695112,1.45,588.0,28.35,5119.0,4.508
K04435.02,CANDIDATE,17.8693759,0.81,759.0,78.58,6328.0,4.456
K04541.02,CANDIDATE,17.236085,1.98,721.0,63.85,5543.0,4.318
K06108.01,CANDIDATE,485.92297,1.07,225.0,0.61,5551.0,4.386
K01082.04,CANDIDATE,9.6550473,1.45,705.0,58.36,4999.0,4.49
K06111.01,CANDIDATE,228.65412,3.63,521.0,17.44,6845.0,3.849
K06209.01,CANDIDATE,12.7143635,2.2,785.0,89.81,5947.0,4.481
K01839.02,CANDIDATE,80.4103783,4.93,535.0,19.35,5476.0,3.904
K07873.01,CANDIDATE,1.93188768,0.57,1427.0,977.65,5896.0,4.516
K07863.01,CANDIDATE,5.2449156,0.52,1015.0,251.14,5823.0,4.486
K06118.01,CANDIDATE,571.280892,3.65,324.0,2.62,7081.0,4.16
K06118.02,CANDIDATE,4.66185924,1.16,1610.0,1590.18,7081.0,4.16
K01250.02,CANDIDATE,1.213672208,697.14,1789.0,2422.45,6113.0,4.463
K06120.01,CANDIDATE,90.097375,1.7,430.0,8.05,6116.0,4.444
K06209.02,CANDIDATE,7.72966941,2.1,927.0,174.28,5947.0,4.481
K06214.02,CANDIDATE,154.536881,4.1,544.0,20.76,6049.0,3.728
K03283.03,CANDIDATE,87.707513,1.72,310.0,2.2,4944.0,4.614
K03741.03,CONFIRMED,5.1117547,2.81,1351.0,788.0,6432.0,4.207
K03741.04,CANDIDATE,9.6310258,2.9,1094.0,338.33,6432.0,4.207
K04913.02,CANDIDATE,8.97377221,2.96,1530.0,1294.96,6537.0,3.76
K06120.02,CANDIDATE,205.41415,1.67,323.0,2.58,6123.0,4.465
K01860.04,CANDIDATE,24.8434837,1.58,625.0,35.97,5670.0,4.397
K06217.01,CANDIDATE,7.7016694,4.44,1627.0,1656.27,5174.0,3.228
K04567.02,CANDIDATE,4.67250377,1.11,1149.0,412.73,6146.0,4.454
K07875.01,CANDIDATE,21.9711574,1.32,649.0,41.86,5763.0,4.436
K01310.02,CANDIDATE,144.688915,3.33,416.0,7.09,5372.0,4.007
K06130.01,CANDIDATE,1.54287434,1.05,1007.0,243.62,4530.0,4.704
K06132.01,CANDIDATE,33.3200908,13.0,750.0,74.79,6264.0,4.133
K06132.02,CONFIRMED,7.5844241,5.83,1228.0,537.4,6264.0,4.133
K01996.02,CANDIDATE,7.07394528,0.84,647.0,41.43,4777.0,4.689
K00750.03,CANDIDATE,14.516741,1.45,606.0,31.8,4954.0,4.5
K03283.02,CANDIDATE,20.5718107,1.34,498.0,14.51,4922.0,4.624
K06132.03,CANDIDATE,11.867172,4.03,1058.0,296.23,6264.0,4.133
K01319.02,CANDIDATE,142.685885,2.76,319.0,2.43,5767.0,4.57
K06137.01,CANDIDATE,12.4970599,1.44,839.0,117.3,6174.0,4.445
K06228.01,CONFIRMED,21.0907909,1.88,606.0,31.86,5723.0,4.546
K06233.01,CONFIRMED,16.17803,2.25,754.0,76.54,5929.0,4.413
K02311.03,CONFIRMED,104.3519624,1.39,355.0,3.74,5650.0,4.546
K02433.06,CANDIDATE,6.06330298,1.64,1153.0,418.4,6308.0,4.353
K02433.07,CANDIDATE,86.431871,2.85,464.0,10.97,6325.0,4.409
K02533.03,CANDIDATE,26.1152887,2.38,898.0,153.98,5190.0,3.63
K00841.04,CANDIDATE,269.306232,24.0,235.0,0.72,5251.0,4.581
K06141.01,CANDIDATE,96.509214,860.3,787.0,90.63,7343.0,3.751
K06142.02,CANDIDATE,111.65546,2121.0,579.0,26.58,6967.0,4.086
K02012.02,CANDIDATE,180.921729,2.3,302.0,1.96,5818.0,4.554
K06239.01,CANDIDATE,406.496216,1.77,236.0,0.73,5847.0,4.525
K00841.05,CANDIDATE,499.47338,3.71,191.0,0.31,5251.0,4.581
K06145.01,CONFIRMED,19.672324,4.07,908.0,160.98,6486.0,4.136
K06145.02,CONFIRMED,32.657035,3.73,767.0,81.91,6486.0,4.136
K06145.03,CANDIDATE,7.3138454,2.73,1263.0,601.53,6486.0,4.136
K00353.03,CANDIDATE,11.1619384,1.97,1093.0,337.23,6200.0,4.072
K06242.03,CANDIDATE,78.86684,1.3,573.0,25.44,6907.0,4.264
K00896.03,CANDIDATE,28.8672107,1.51,493.0,14.0,5191.0,4.564
K06151.01,CANDIDATE,431.78556,1.36,211.0,0.47,5642.0,4.6
K06245.01,CANDIDATE,144.102562,1.67,437.0,8.64,6528.0,4.257
K06245.02,CANDIDATE,112.317402,1.77,475.0,12.05,6528.0,4.257
K06246.01,CANDIDATE,9.13315062,1.48,900.0,155.42,6122.0,4.487
K02086.04,CANDIDATE,335.56311,1.83,333.0,2.9,6200.0,4.16
K00337.02,CANDIDATE,154.607419,1.56,340.0,3.16,6017.0,4.508
K01519.02,CANDIDATE,57.132855,1.81,414.0,6.94,5157.0,4.445
K02163.03,CANDIDATE,28.2251049,1.59,625.0,36.13,6014.0,4.436
K02183.03,CANDIDATE,150.381954,2.26,325.0,2.63,5569.0,4.459
K02184.02,CANDIDATE,95.906433,2.17,288.0,1.63,4620.0,4.564
K02194.03,CANDIDATE,445.21685,1.37,237.0,0.74,5670.0,4.387
K02209.02,CANDIDATE,35.502865,2.18,724.0,64.83,5528.0,3.892
K00945.03,CANDIDATE,66.789347,2.07,490.0,13.61,6297.0,4.448
K06068.01,CANDIDATE,6.150251376,100.03,2251.0,6066.49,8914.0,3.896
K06164.01,CANDIDATE,29.5126153,1.84,678.0,49.95,5746.0,4.189
K06166.01,CONFIRMED,12.2064304,5.41,895.0,151.44,5254.0,4.05
K06166.02,CONFIRMED,6.6513189,4.81,1095.0,340.06,5254.0,4.05
K02210.02,CONFIRMED,210.631486,3.23,234.0,0.71,4895.0,4.589
K02281.02,CANDIDATE,455.27405,1.54,196.0,0.35,5178.0,4.556
K00365.02,CANDIDATE,117.761,0.62,337.0,3.06,5564.0,4.522
K02327.02,CANDIDATE,46.331703,1.39,441.0,8.98,5477.0,4.571
K02393.02,CANDIDATE,0.766691517,1.22,1541.0,1334.22,4821.0,4.529
K02450.02,CANDIDATE,7.1931193,1.12,916.0,166.3,5518.0,4.4
K00266.02,CANDIDATE,47.7439509,1.74,575.0,25.84,5949.0,4.272
K00992.02,CANDIDATE,4.57834367,1.44,1206.0,499.41,5782.0,4.28
K01522.02,CANDIDATE,12.654896,1.02,801.0,97.41,5833.0,4.407
K06168.01,CANDIDATE,131.258668,1.59,433.0,8.31,6443.0,4.325
K07870.01,CANDIDATE,92.552007,2.1,440.0,8.87,5808.0,4.306
K06168.02,CANDIDATE,75.072964,1.09,522.0,17.51,6443.0,4.325
